evidence_id,character_name,novel_title,passage_text,passage_start,passage_end,context_window,evidence_type,causal_markers,emotional_markers,temporal_position,has_pronoun,has_direct_name,character_role,narrative_importance,backstory_relevance,passage_length
Faria_21151_21876_2298132251,Faria,The Count of Monte Cristo,"

The shipowner, smiling, followed him with his eyes until he saw him
spring out on the quay and disappear in the midst of the throng, which
from five o’clock in the morning until nine o’clock at night, swarms in
the famous street of La Canebière,—a street of which the modern
Phocéens are so proud that they say with all the gravity in the world,
and with that accent which gives so much character to what is said, “If
Paris had La Canebière, Paris would be a second Marseilles.” On turning
round the owner saw Danglars behind him, apparently awaiting orders,
but in reality also watching the young sailor,—but there was a great
difference in the expression of the two men who thus followed the
movements of Edmond Dantès.

",21151,21876,725,action,so|thus,,0.007991720742050032,True,False,mentioned,0.35,0.7,725
Faria_22452_22850_3818814913,Faria,The Count of Monte Cristo,"

This room was occupied by Dantès’ father. The news of the arrival of
the _Pharaon_ had not yet reached the old man, who, mounted on a chair,
was amusing himself by training with trembling hand the nasturtiums and
sprays of clematis that clambered over the trellis at his window.
Suddenly, he felt an arm thrown around his body, and a well-known voice
behind him exclaimed, “Father—dear father!”

",22452,22850,398,negative,,,0.00848329223679766,True,False,mentioned,0.25,0.6,398
Faria_23624_24143_3084771806,Faria,The Count of Monte Cristo,"

“God forgive me,” said the young man, “for rejoicing at happiness
derived from the misery of others, but, Heaven knows, I did not seek
this good fortune; it has happened, and I really cannot pretend to
lament it. The good Captain Leclere is dead, father, and it is probable
that, with the aid of M. Morrel, I shall have his place. Do you
understand, father? Only imagine me a captain at twenty, with a hundred
louis pay, and a share in the profits! Is this not more than a poor
sailor like me could have hoped for?”

",23624,24143,519,negative,,hope|misery|happiness,0.00892612220746962,True,False,mentioned,0.45000000000000007,1.0,519
Faria_24403_24719_1961213637,Faria,The Count of Monte Cristo,"

“’Tis nothing, nothing; it will soon pass away”—and as he said so the
old man’s strength failed him, and he fell backwards.

“Come, come,” said the young man, “a glass of wine, father, will revive
you. Where do you keep your wine?”

“No, no; thanks. You need not look for it; I do not want it,” said the
old man.

",24403,24719,316,negative,so,,0.00922046055828315,True,False,mentioned,0.30000000000000004,0.2,316
Faria_25664_25891_1844854914,Faria,The Count of Monte Cristo,"

The old man nodded.

“So that you have lived for three months on sixty francs,” muttered
Edmond.

“You know how little I require,” said the old man.

“Heaven pardon me,” cried Edmond, falling on his knees before his
father.

",25664,25891,227,action,so,ire,0.009696918402154602,True,False,mentioned,0.30000000000000004,0.2,227
Faria_28516_28796_3524053553,Faria,The Count of Monte Cristo,"

“‘I thought you were at Smyrna.’—‘I was; but am now back again.’

“‘And where is the dear boy, our little Edmond?’

“‘Why, with his father, no doubt,’ replied Danglars. And so I came,”
added Caderousse, “as fast as I could to have the pleasure of shaking
hands with a friend.”

",28516,28796,280,negative,so,,0.01077452170962596,True,False,mentioned,0.44999999999999996,0.6,280
Faria_29113_29539_1176107821,Faria,The Count of Monte Cristo,"

The young man remarked the greedy glance which shone in the dark eyes
of his neighbor. “Eh,” he said, negligently, “this money is not mine. I
was expressing to my father my fears that he had wanted many things in
my absence, and to convince me he emptied his purse on the table. Come,
father” added Dantès, “put this money back in your box—unless neighbor
Caderousse wants anything, and in that case it is at his service.”

",29113,29539,426,negative,,fear,0.011000092948952888,True,False,mentioned,0.2,0.4,426
Faria_30010_30272_3651692113,Faria,The Count of Monte Cristo,"

“Then you were wrong to refuse to dine with him.”

“What, did you refuse to dine with him?” said old Dantès; “and did he
invite you to dine?”

“Yes, my dear father,” replied Edmond, smiling at his father’s
astonishment at the excessive honor paid to his son.

",30010,30272,262,action,so|then,astonishment,0.011339016569851139,True,False,mentioned,0.5,0.4,262
Faria_30441_30776_2128703805,Faria,The Count of Monte Cristo,"

“But it must have vexed M. Morrel, good, worthy man,” said Caderousse.
“And when you are looking forward to be captain, it was wrong to annoy
the owner.”

“But I explained to him the cause of my refusal,” replied Dantès, “and
I hope he fully understood it.”

“Yes, but to be captain one must do a little flattery to one’s
patrons.”

",30441,30776,335,action,,hope,0.011501866158041937,True,False,mentioned,0.30000000000000004,0.4,335
Faria_31233_31531_2324800354,Faria,The Count of Monte Cristo,"

“Go, my dear boy,” said old Dantès; “and Heaven bless you in your wife,
as it has blessed me in my son!”

“His wife!” said Caderousse; “why, how fast you go on, father Dantès;
she is not his wife yet, as it seems to me.”

“No, but according to all probability she soon will be,” replied
Edmond.

",31233,31531,298,negative,so,,0.011801116445390223,True,False,mentioned,0.30000000000000004,0.1,298
Faria_31967_32327_4070848978,Faria,The Count of Monte Cristo,"

“Meaning to say,” replied Dantès, with a smile which but ill-concealed
his trouble, “that if I were not a captain——”

“Eh—eh!” said Caderousse, shaking his head.

“Come, come,” said the sailor, “I have a better opinion than you of
women in general, and of Mercédès in particular; and I am certain that,
captain or not, she will remain ever faithful to me.”

",31967,32327,360,negative,,,0.012078451938968055,True,False,mentioned,0.2,0.5,360
Faria_33191_33401_3595663513,Faria,The Count of Monte Cristo,"

“Why, yes, he is actually insolent over the matter—has already offered
me his patronage, as if he were a grand personage, and proffered me a
loan of money, as though he were a banker.”

“Which you refused?”

",33191,33401,210,action,so,,0.012540929655779045,True,False,mentioned,0.15,0.30000000000000004,210
Faria_34782_35091_4069895520,Faria,The Count of Monte Cristo,"

“I only suppose so. What else can a strapping chap of twenty-one mean
with a fine wench of seventeen?”

“And you say that Dantès has gone to the Catalans?”

“He went before I came down.”

“Let us go the same way; we will stop at La Réserve, and we can drink a
glass of La Malgue, whilst we wait for news.”

",34782,35091,309,action,so,,0.013142075119378949,True,False,mentioned,0.25,0.5,309
Faria_35146_35542_3026100303,Faria,The Count of Monte Cristo,"

“Of course,” replied Danglars; and going quickly to the designated
place, they called for a bottle of wine, and two glasses.

Père Pamphile had seen Dantès pass not ten minutes before; and assured
that he was at the Catalans, they sat down under the budding foliage of
the planes and sycamores, in the branches of which the birds were
singing their welcome to one of the first days of spring.

",35146,35542,396,negative,,,0.013279609342352153,True,False,mentioned,0.15000000000000002,0.5,396
Faria_41842_42258_670693066,Faria,The Count of Monte Cristo,"

“Fernand,” cried Mercédès, “I believed you were good-hearted, and I was
mistaken! Fernand, you are wicked to call to your aid jealousy and the
anger of God! Yes, I will not deny it, I do await, and I do love him of
whom you speak; and, if he does not return, instead of accusing him of
the inconstancy which you insinuate, I will tell you that he died
loving me and me only.” The young girl made a gesture of rage.",41842,42258,416,negative,,love|rage|anger,0.015809634499024037,True,False,mentioned,0.4,0.35000000000000003,416
Faria_43030_43818_3882328617,Faria,The Count of Monte Cristo,"

Fernand made no reply, nor did he attempt to check the tears which
flowed down the cheeks of Mercédès, although for each of these tears he
would have shed his heart’s blood; but these tears flowed for another.
He arose, paced a while up and down the hut, and then, suddenly
stopping before Mercédès, with his eyes glowing and his hands
clenched,—“Say, Mercédès,” he said, “once for all, is this your final
determination?”

“I love Edmond Dantès,” the young girl calmly replied, “and none but
Edmond shall ever be my husband.”

“And you will always love him?”

“As long as I live.”

Fernand let fall his head like a defeated man, heaved a sigh that was
like a groan, and then suddenly looking her full in the face, with
clenched teeth and expanded nostrils, said,—“But if he is dead——”

",43030,43818,788,negative,then,love,0.016258509930046468,True,False,mentioned,0.35,1.0,788
Faria_45090_45701_761451792,Faria,The Count of Monte Cristo,"

“One who will be your best friend, Dantès, for he is my friend, my
cousin, my brother; it is Fernand—the man whom, after you, Edmond, I
love the best in the world. Do you not remember him?”

“Yes!” said Dantès, and without relinquishing Mercédès’ hand clasped in
one of his own, he extended the other to the Catalan with a cordial
air. But Fernand, instead of responding to this amiable gesture,
remained mute and trembling. Edmond then cast his eyes scrutinizingly
at the agitated and embarrassed Mercédès, and then again on the gloomy
and menacing Fernand. This look told him all, and his anger waxed hot.

",45090,45701,611,negative,then,love|anger,0.017036862950169537,True,False,mentioned,0.5,0.55,611
Faria_46566_47110_2970988607,Faria,The Count of Monte Cristo,"

And at these words the young girl fixed her imperious look on the
Catalan, who, as if fascinated by it, came slowly towards Edmond, and
offered him his hand. His hatred, like a powerless though furious wave,
was broken against the strong ascendancy which Mercédès exercised over
him. Scarcely, however, had he touched Edmond’s hand when he felt he
had done all he could do, and rushed hastily out of the house.

“Oh,” he exclaimed, running furiously and tearing his hair—“Oh, who
will deliver me from this man? Wretched—wretched that I am!”

",46566,47110,544,action,,,0.017594556667500438,True,False,mentioned,0.2,1.0,544
Faria_48263_48922_3428178390,Faria,The Count of Monte Cristo,"

“I called you because you were running like a madman, and I was afraid
you would throw yourself into the sea,” said Caderousse, laughing.
“Why, when a man has friends, they are not only to offer him a glass of
wine, but, moreover, to prevent his swallowing three or four pints of
water unnecessarily!”

Fernand gave a groan, which resembled a sob, and dropped his head into
his hands, his elbows leaning on the table.

“Well, Fernand, I must say,” said Caderousse, beginning the
conversation, with that brutality of the common people in which
curiosity destroys all diplomacy, “you look uncommonly like a rejected
lover;” and he burst into a hoarse laugh.

",48263,48922,659,negative,so|because,love|afraid,0.018235753305922208,True,False,mentioned,0.7000000000000001,1.0,659
Faria_49747_50050_404816065,Faria,The Count of Monte Cristo,"

“Poor Fernand has been dismissed,” continued Caderousse.

“Well, and what then?” said Fernand, lifting up his head, and looking
at Caderousse like a man who looks for someone on whom to vent his
anger; “Mercédès is not accountable to any person, is she? Is she not
free to love whomsoever she will?”

",49747,50050,303,negative,so|then,love|anger,0.018796469753428344,True,False,mentioned,0.65,0.35000000000000003,303
Faria_51009_51283_882213834,Faria,The Count of Monte Cristo,"

“Well, never mind,” answered Caderousse, pouring out a glass of wine
for Fernand, and filling his own for the eighth or ninth time, while
Danglars had merely sipped his. “Never mind—in the meantime he marries
Mercédès—the lovely Mercédès—at least he returns to do that.”

",51009,51283,274,negative,,love,0.0192733054385717,True,False,mentioned,0.25,0.35000000000000003,274
Faria_53166_53851_2271229849,Faria,The Count of Monte Cristo,"

Fernand, probably excited beyond bearing, pricked by Danglars, as the
bull is by the bandilleros, was about to rush out; for he had risen
from his seat, and seemed to be collecting himself to dash headlong
upon his rival, when Mercédès, smiling and graceful, lifted up her
lovely head, and looked at them with her clear and bright eyes. At this
Fernand recollected her threat of dying if Edmond died, and dropped
again heavily on his seat. Danglars looked at the two men, one after
the other, the one brutalized by liquor, the other overwhelmed with
love.

“I shall get nothing from these fools,” he muttered; “and I am very
much afraid of being here between a drunkard and a coward.",53166,53851,685,internal,,love|afraid,0.020088309062069497,True,False,mentioned,0.35000000000000003,0.95,685
Faria_54821_55253_2957147066,Faria,The Count of Monte Cristo,"

Mercédès courtesied gravely, and said—“That is not my name, and in my
country it bodes ill fortune, they say, to call a young girl by the
name of her betrothed before he becomes her husband. So call me
Mercédès, if you please.”

“We must excuse our worthy neighbor, Caderousse,” said Dantès, “he is
so easily mistaken.”

“So, then, the wedding is to take place immediately, M. Dantès,” said
Danglars, bowing to the young couple.

",54821,55253,432,negative,so|then|owing to,,0.020713636367071284,True,False,mentioned,0.44999999999999996,0.30000000000000004,432
Faria_55600_55923_3715532972,Faria,The Count of Monte Cristo,"

“My wife’s brother is my brother,” said Edmond; “and we, Mercédès and
I, should be very sorry if he were absent at such a time.”

Fernand opened his mouth to reply, but his voice died on his lips, and
he could not utter a word.

“Today the preliminaries, tomorrow or next day the ceremony! You are in
a hurry, captain!”

",55600,55923,323,negative,so,,0.021007974717884813,True,False,mentioned,0.30000000000000004,0.2,323
Faria_56788_57347_1417580439,Faria,The Count of Monte Cristo,"

“Yes, yes, I understand,” said Danglars, and then in a low tone, he
added, “To Paris, no doubt to deliver the letter which the grand
marshal gave him. Ah, this letter gives me an idea—a capital idea! Ah;
Dantès, my friend, you are not yet registered number one on board the
good ship _Pharaon_;” then turning towards Edmond, who was walking
away, “A pleasant journey,” he cried.

“Thank you,” said Edmond with a friendly nod, and the two lovers
continued on their way, as calm and joyous as if they were the very
elect of heaven.



 Chapter 4. Conspiracy

",56788,57347,559,negative,then,love|joy,0.021456850148907244,True,False,mentioned,0.55,0.95,559
Faria_59204_59519_3092654207,Faria,The Count of Monte Cristo,"

“I—drunk!” said Caderousse; “well that’s a good one! I could drink four
more such bottles; they are no bigger than cologne flasks. Père
Pamphile, more wine!”

And Caderousse rattled his glass upon the table.

“You were saying, sir——” said Fernand, awaiting with great anxiety the
end of this interrupted remark.

",59204,59519,315,negative,,,0.022369714661828282,True,False,mentioned,0.15000000000000002,0.5,315
Faria_61100_61320_39967450,Faria,The Count of Monte Cristo,"

“What matters that?” muttered Fernand.

“And why, I should like to know,” persisted Caderousse, “should they
put Dantès in prison? he has neither robbed, nor killed, nor murdered.”

“Hold your tongue!” said Danglars.

",61100,61320,220,action,so,,0.023086101713359033,True,False,mentioned,0.2,0.30000000000000004,220
Faria_64726_65087_3294119651,Faria,The Count of Monte Cristo,"

“Well!” resumed the Catalan, as he saw the final glimmer of
Caderousse’s reason vanishing before the last glass of wine.

“Well, then, I should say, for instance,” resumed Danglars, “that if
after a voyage such as Dantès has just made, in which he touched at the
Island of Elba, someone were to denounce him to the king’s procureur as
a Bonapartist agent——”

",64726,65087,361,action,so|then,,0.024456154165284398,True,False,mentioned,0.35,0.4,361
Faria_65751_66223_3923150675,Faria,The Count of Monte Cristo,"

“No, no,” continued Danglars; “if we resolve on such a step, it would
be much better to take, as I now do, this pen, dip it into this ink,
and write with the left hand (that the writing may not be recognized)
the denunciation we propose.” And Danglars, uniting practice with
theory, wrote with his left hand, and in a writing reversed from his
usual style, and totally unlike it, the following lines, which he
handed to Fernand, and which Fernand read in an undertone:

",65751,66223,472,negative,so,,0.02484344146898641,True,False,mentioned,0.30000000000000004,0.7,472
Noirtier_5926_6605_2980722098,Noirtier,The Count of Monte Cristo,"

The vague disquietude which prevailed among the spectators had so much
affected one of the crowd that he did not await the arrival of the
vessel in harbor, but jumping into a small skiff, desired to be pulled
alongside the _Pharaon_, which he reached as she rounded into La
Réserve basin.

When the young man on board saw this person approach, he left his
station by the pilot, and, hat in hand, leaned over the ship’s
bulwarks.

He was a fine, tall, slim young fellow of eighteen or twenty, with
black eyes, and hair as dark as a raven’s wing; and his whole
appearance bespoke that calmness and resolution peculiar to men
accustomed from their cradle to contend with danger.

",5926,6605,679,negative,so,ire|anger,0.002239087377305493,True,False,mentioned,0.55,0.7,679
Noirtier_7027_7312_162656722,Noirtier,The Count of Monte Cristo,"

“What happened to him?” asked the owner, with an air of considerable
resignation. “What happened to the worthy captain?”

“He died.”

“Fell into the sea?”

“No, sir, he died of brain-fever in dreadful agony.” Then turning to
the crew, he said, “Bear a hand there, to take in sail!”

",7027,7312,285,action,then,dread,0.0026550906176722408,True,False,mentioned,0.30000000000000004,0.30000000000000004,285
Noirtier_7310_7772_1505226033,Noirtier,The Count of Monte Cristo,"

All hands obeyed, and at once the eight or ten seamen who composed the
crew, sprang to their respective stations at the spanker brails and
outhaul, topsail sheets and halyards, the jib downhaul, and the topsail
clewlines and buntlines. The young sailor gave a look to see that his
orders were promptly and accurately obeyed, and then turned again to
the owner.

“And how did this misfortune occur?” inquired the latter, resuming the
interrupted conversation.

",7310,7772,462,action,then,ire,0.002762019697621187,True,False,mentioned,0.30000000000000004,0.4,462
Noirtier_7779_8392_1847626789,Noirtier,The Count of Monte Cristo,"

“Alas, sir, in the most unexpected manner. After a long talk with the
harbor-master, Captain Leclere left Naples greatly disturbed in mind.
In twenty-four hours he was attacked by a fever, and died three days
afterwards. We performed the usual burial service, and he is at his
rest, sewn up in his hammock with a thirty-six-pound shot at his head
and his heels, off El Giglio island. We bring to his widow his sword
and cross of honor. It was worth while, truly,” added the young man
with a melancholy smile, “to make war against the English for ten
years, and to die in his bed at last, like everybody else.”

",7779,8392,613,action,,melancholy,0.002939227254144352,True,False,mentioned,0.2,0.5,613
Noirtier_9381_10012_842406215,Noirtier,The Count of Monte Cristo,"

The owner did not wait for a second invitation. He seized a rope which
Dantès flung to him, and with an activity that would have done credit
to a sailor, climbed up the side of the ship, while the young man,
going to his task, left the conversation to Danglars, who now came
towards the owner. He was a man of twenty-five or twenty-six years of
age, of unprepossessing countenance, obsequious to his superiors,
insolent to his subordinates; and this, in addition to his position as
responsible agent on board, which is always obnoxious to the sailors,
made him as much disliked by the crew as Edmond Dantès was beloved by
them.

",9381,10012,631,negative,so,love,0.0035445289717352057,True,False,mentioned,0.4,0.55,631
Noirtier_10651_10992_2686138320,Noirtier,The Count of Monte Cristo,"

“Yes,” said Danglars, darting at Edmond a look gleaming with hate.
“Yes, he is young, and youth is invariably self-confident. Scarcely was
the captain’s breath out of his body when he assumed the command
without consulting anyone, and he caused us to lose a day and a half at
the Island of Elba, instead of making for Marseilles direct.”

",10651,10992,341,action,,ire|hate,0.004024387387053798,True,False,mentioned,0.25,0.30000000000000004,341
Noirtier_11561_11994_542308820,Noirtier,The Count of Monte Cristo,"

The anchor was instantly dropped, and the chain ran rattling through
the port-hole. Dantès continued at his post in spite of the presence of
the pilot, until this manœuvre was completed, and then he added,
“Half-mast the colors, and square the yards!”

“You see,” said Danglars, “he fancies himself captain already, upon my
word.”

“And so, in fact, he is,” said the owner.

“Except your signature and your partner’s, M. Morrel.”

",11561,11994,433,action,so|then,,0.0043682229444868045,True,False,mentioned,0.4,0.1,433
Noirtier_12778_13470_2477066290,Noirtier,The Count of Monte Cristo,"

“You saw the emperor, then?”

“He entered the marshal’s apartment while I was there.”

“And you spoke to him?”

“Why, it was he who spoke to me, sir,” said Dantès, with a smile.

“And what did he say to you?”

“Asked me questions about the vessel, the time she left Marseilles, the
course she had taken, and what was her cargo. I believe, if she had not
been laden, and I had been her master, he would have bought her. But I
told him I was only mate, and that she belonged to the firm of Morrel &
Son. ‘Ah, yes,’ he said, ‘I know them. The Morrels have been shipowners
from father to son; and there was a Morrel who served in the same
regiment with me when I was in garrison at Valence.’”

",12778,13470,692,action,so|then,,0.004828055772394463,True,False,mentioned,0.5,0.7,692
Noirtier_13468_14032_4162710529,Noirtier,The Count of Monte Cristo,"

“_Pardieu!_ and that is true!” cried the owner, greatly delighted. “And
that was Policar Morrel, my uncle, who was afterwards a captain.
Dantès, you must tell my uncle that the emperor remembered him, and you
will see it will bring tears into the old soldier’s eyes. Come, come,”
continued he, patting Edmond’s shoulder kindly, “you did very right,
Dantès, to follow Captain Leclere’s instructions, and touch at Elba,
although if it were known that you had conveyed a packet to the
marshal, and had conversed with the emperor, it might bring you into
trouble.”

",13468,14032,564,internal,so,delight,0.0050887662500085015,True,False,mentioned,0.35,0.7999999999999999,564
