sample_id,character_name,backstory,label,novel_title,evidence_id,evidence_text,evidence_type,causal_markers,emotional_markers,temporal_position,character_role,narrative_importance,backstory_relevance
128,Faria,"His invisible-ink formula came from temple-mural restoration in India, first used to rescue local epics the colonists had defaced.",consistent,The Count of Monte Cristo,Faria_31233_31531_2324800354,"

“Go, my dear boy,” said old Dantès; “and Heaven bless you in your wife,
as it has blessed me in my son!”

“His wife!” said Caderousse; “why, how fast you go on, father Dantès;
she is not his wife yet, as it seems to me.”

“No, but according to all probability she soon will be,” replied
Edmond.

",negative,so,,0.011801116445390223,mentioned,0.30000000000000004,0.1
104,Noirtier,"His parents were targeted in a reprisal for supporting the Revolution; his mother was killed, deepening his distrust of authority.",consistent,The Count of Monte Cristo,Noirtier_18809_19316_1797587378,"

“If I were sole owner we’d shake hands on it now, my dear Dantès, and
call it settled; but I have a partner, and you know the Italian
proverb—_Chi ha compagno ha padrone_—‘He who has a partner has a
master.’ But the thing is at least half done, as you have one out of
two votes. Rely on me to procure you the other; I will do my best.”

“Ah, M. Morrel,” exclaimed the young seaman, with tears in his eyes,
and grasping the owner’s hand, “M. Morrel, I thank you in the name of
my father and of Mercédès.”

",action,so,,0.0071068164832499186,mentioned,0.15,0.6
130,Faria,What seemed an epileptic fit was in fact sudden death from years of drinking prison water laced with lead.,contradict,The Count of Monte Cristo,Faria_30010_30272_3651692113,"

“Then you were wrong to refuse to dine with him.”

“What, did you refuse to dine with him?” said old Dantès; “and did he
invite you to dine?”

“Yes, my dear father,” replied Edmond, smiling at his father’s
astonishment at the excessive honor paid to his son.

",action,so|then,astonishment,0.011339016569851139,mentioned,0.5,0.4
90,Noirtier,"To obtain royalist intelligence from the Vendée he married Éloïse, daughter of a ruined local noble (1800); when he learned she secretly backed the Chouans he arranged her “accidental” drowning (1802).",consistent,The Count of Monte Cristo,Noirtier_7779_8392_1847626789,"

“Alas, sir, in the most unexpected manner. After a long talk with the
harbor-master, Captain Leclere left Naples greatly disturbed in mind.
In twenty-four hours he was attacked by a fever, and died three days
afterwards. We performed the usual burial service, and he is at his
rest, sewn up in his hammock with a thirty-six-pound shot at his head
and his heels, off El Giglio island. We bring to his widow his sword
and cross of honor. It was worth while, truly,” added the young man
with a melancholy smile, “to make war against the English for ten
years, and to die in his bed at last, like everybody else.”

",action,,melancholy,0.002939227254144352,mentioned,0.2,0.5
89,Noirtier,"**Turning Point**: Arguing for procedural justice at Louis XVI’s trial (1793) he was driven from the inner circle, an experience that later anchored his insistence on legal formalism.",contradict,The Count of Monte Cristo,Noirtier_56788_57347_1417580439,"

“Yes, yes, I understand,” said Danglars, and then in a low tone, he
added, “To Paris, no doubt to deliver the letter which the grand
marshal gave him. Ah, this letter gives me an idea—a capital idea! Ah;
Dantès, my friend, you are not yet registered number one on board the
good ship _Pharaon_;” then turning towards Edmond, who was walking
away, “A pleasant journey,” he cried.

“Thank you,” said Edmond with a friendly nod, and the two lovers
continued on their way, as calm and joyous as if they were the very
elect of heaven.



 Chapter 4. Conspiracy

",negative,then,love|joy,0.021456850148907244,mentioned,0.55,0.85
130,Faria,What seemed an epileptic fit was in fact sudden death from years of drinking prison water laced with lead.,contradict,The Count of Monte Cristo,Faria_24403_24719_1961213637,"

“’Tis nothing, nothing; it will soon pass away”—and as he said so the
old man’s strength failed him, and he fell backwards.

“Come, come,” said the young man, “a glass of wine, father, will revive
you. Where do you keep your wine?”

“No, no; thanks. You need not look for it; I do not want it,” said the
old man.

",negative,so,,0.00922046055828315,mentioned,0.30000000000000004,0.2
123,Faria,"In Rome he and Noirtier de Villefort studied Napoleon’s secret letters together, then quarrelled over whether to publish their contents.",consistent,The Count of Monte Cristo,Faria_9381_10012_842406215,"

The owner did not wait for a second invitation. He seized a rope which
Dantès flung to him, and with an activity that would have done credit
to a sailor, climbed up the side of the ship, while the young man,
going to his task, left the conversation to Danglars, who now came
towards the owner. He was a man of twenty-five or twenty-six years of
age, of unprepossessing countenance, obsequious to his superiors,
insolent to his subordinates; and this, in addition to his position as
responsible agent on board, which is always obnoxious to the sailors,
made him as much disliked by the crew as Edmond Dantès was beloved by
them.

",negative,so,love,0.0035445289717352057,mentioned,0.4,0.85
118,Faria,"French gendarmes seized him at Toulon, accusing him of planning to bomb Bourbon restoration festivities; the real motive was that his code-breaking threatened a cardinal’s secret correspondence.",contradict,The Count of Monte Cristo,Faria_10651_10992_2686138320,"

“Yes,” said Danglars, darting at Edmond a look gleaming with hate.
“Yes, he is young, and youth is invariably self-confident. Scarcely was
the captain’s breath out of his body when he assumed the command
without consulting anyone, and he caused us to lose a day and a half at
the Island of Elba, instead of making for Marseilles direct.”

",action,,ire|hate,0.004024387387053798,mentioned,0.25,0.5
134,Faria,After graduation a secret society enlisted him as strategist and propagandist in a campaign against corrupt rulers.,consistent,The Count of Monte Cristo,Faria_25664_25891_1844854914,"

The old man nodded.

“So that you have lived for three months on sixty francs,” muttered
Edmond.

“You know how little I require,” said the old man.

“Heaven pardon me,” cried Edmond, falling on his knees before his
father.

",action,so,ire,0.009696918402154602,mentioned,0.30000000000000004,0.2
107,Noirtier,Napoleon’s triumph at Waterloo ended his hopes; in 1815 he withdrew from active plotting and turned to family affairs.,contradict,The Count of Monte Cristo,Noirtier_7310_7772_1505226033,"

All hands obeyed, and at once the eight or ten seamen who composed the
crew, sprang to their respective stations at the spanker brails and
outhaul, topsail sheets and halyards, the jib downhaul, and the topsail
clewlines and buntlines. The young sailor gave a look to see that his
orders were promptly and accurately obeyed, and then turned again to
the owner.

“And how did this misfortune occur?” inquired the latter, resuming the
interrupted conversation.

",action,then,ire,0.002762019697621187,mentioned,0.30000000000000004,0.4
113,Faria,"Born in Parma to a theological family—his father studied ancient manuscripts, his mother wrote poetry in several tongues.",contradict,The Count of Monte Cristo,Faria_23624_24143_3084771806,"

“God forgive me,” said the young man, “for rejoicing at happiness
derived from the misery of others, but, Heaven knows, I did not seek
this good fortune; it has happened, and I really cannot pretend to
lament it. The good Captain Leclere is dead, father, and it is probable
that, with the aid of M. Morrel, I shall have his place. Do you
understand, father? Only imagine me a captain at twenty, with a hundred
louis pay, and a share in the profits! Is this not more than a poor
sailor like me could have hoped for?”

",negative,,hope|misery|happiness,0.00892612220746962,mentioned,0.45000000000000007,1.0
88,Noirtier,"Under the alias “Citizen Noirtier” he joined the Girondins, drafted parts of the Revolutionary Code and broke with Robespierre over whether courts should keep formal procedures.",consistent,The Count of Monte Cristo,Noirtier_14667_14987_638682513,"

“Dantès has done his,” replied the owner, “and that is not saying much.
It was Captain Leclere who gave orders for this delay.”

“Talking of Captain Leclere, has not Dantès given you a letter from
him?”

“To me?—no—was there one?”

“I believe that, besides the packet, Captain Leclere confided a letter
to his care.”

",negative,,,0.0055417979350218805,mentioned,0.2,0.30000000000000004
89,Noirtier,"**Turning Point**: Arguing for procedural justice at Louis XVI’s trial (1793) he was driven from the inner circle, an experience that later anchored his insistence on legal formalism.",contradict,The Count of Monte Cristo,Noirtier_17754_18216_3800706709,"

“Yes, yes, I know how good a son you are, so now hasten away to see
your father. I have a son too, and I should be very wroth with those
who detained him from me after a three months’ voyage.”

“Then I have your leave, sir?”

“Yes, if you have nothing more to say to me.”

“Nothing.”

“Captain Leclere did not, before he died, give you a letter for me?”

“He was unable to write, sir. But that reminds me that I must ask your
leave of absence for some days.”

",negative,so|then,,0.006708193941390773,mentioned,0.4,0.6
89,Noirtier,"**Turning Point**: Arguing for procedural justice at Louis XVI’s trial (1793) he was driven from the inner circle, an experience that later anchored his insistence on legal formalism.",contradict,The Count of Monte Cristo,Noirtier_30010_30272_3651692113,"

“Then you were wrong to refuse to dine with him.”

“What, did you refuse to dine with him?” said old Dantès; “and did he
invite you to dine?”

“Yes, my dear father,” replied Edmond, smiling at his father’s
astonishment at the excessive honor paid to his son.

",action,so|then,astonishment,0.011339016569851139,mentioned,0.5,0.30000000000000004
98,Noirtier,"Hidden Waterloo-era diplomatic letters in his study ensured that political foes dared not silence him, explaining how he could still shield Valentine after losing the power of speech.",contradict,The Count of Monte Cristo,Noirtier_20703_21153_2960666008,"

“I hope soon to see you again, my dear Edmond. Good luck to you.”

The young sailor jumped into the skiff, and sat down in the stern
sheets, with the order that he be put ashore at La Canebière. The two
oarsmen bent to their work, and the little boat glided away as rapidly
as possible in the midst of the thousand vessels which choke up the
narrow way which leads between the two rows of ships from the mouth of
the harbor to the Quai d’Orléans.

",action,so,hope,0.007822447852236859,mentioned,0.30000000000000004,0.5
96,Noirtier,When he saw that Valentine had inherited his trembling hands he began training her to communicate by eye movement (1819); after his own paralysis the method evolved into a blink-code.,contradict,The Count of Monte Cristo,Noirtier_18809_19316_1797587378,"

“If I were sole owner we’d shake hands on it now, my dear Dantès, and
call it settled; but I have a partner, and you know the Italian
proverb—_Chi ha compagno ha padrone_—‘He who has a partner has a
master.’ But the thing is at least half done, as you have one out of
two votes. Rely on me to procure you the other; I will do my best.”

“Ah, M. Morrel,” exclaimed the young seaman, with tears in his eyes,
and grasping the owner’s hand, “M. Morrel, I thank you in the name of
my father and of Mercédès.”

",action,so,,0.0071068164832499186,mentioned,0.15,0.6
100,Noirtier,"Growing up in Paris he devoured Voltaire and Rousseau, burning with enthusiasm for liberty and equality.",consistent,The Count of Monte Cristo,Noirtier_59204_59519_3092654207,"

“I—drunk!” said Caderousse; “well that’s a good one! I could drink four
more such bottles; they are no bigger than cologne flasks. Père
Pamphile, more wine!”

And Caderousse rattled his glass upon the table.

“You were saying, sir——” said Fernand, awaiting with great anxiety the
end of this interrupted remark.

",negative,,,0.022369714661828282,mentioned,0.15000000000000002,0.6
126,Faria,His sister was burned as a witch for spurning a nobleman; the injustice fed a lifelong hatred of institutional rot.,consistent,The Count of Monte Cristo,Faria_29113_29539_1176107821,"

The young man remarked the greedy glance which shone in the dark eyes
of his neighbor. “Eh,” he said, negligently, “this money is not mine. I
was expressing to my father my fears that he had wanted many things in
my absence, and to convince me he emptied his purse on the table. Come,
father” added Dantès, “put this money back in your box—unless neighbor
Caderousse wants anything, and in that case it is at his service.”

",negative,,fear,0.011000092948952888,mentioned,0.2,0.4
138,Faria,Long political warfare severed him from his family; the once-noble house declined and could offer no help.,consistent,The Count of Monte Cristo,Faria_13468_14032_4162710529,"

“_Pardieu!_ and that is true!” cried the owner, greatly delighted. “And
that was Policar Morrel, my uncle, who was afterwards a captain.
Dantès, you must tell my uncle that the emperor remembered him, and you
will see it will bring tears into the old soldier’s eyes. Come, come,”
continued he, patting Edmond’s shoulder kindly, “you did very right,
Dantès, to follow Captain Leclere’s instructions, and touch at Elba,
although if it were known that you had conveyed a packet to the
marshal, and had conversed with the emperor, it might bring you into
trouble.”

",internal,so,delight,0.0050887662500085015,mentioned,0.35,0.5
138,Faria,Long political warfare severed him from his family; the once-noble house declined and could offer no help.,consistent,The Count of Monte Cristo,Faria_21151_21876_2298132251,"

The shipowner, smiling, followed him with his eyes until he saw him
spring out on the quay and disappear in the midst of the throng, which
from five o’clock in the morning until nine o’clock at night, swarms in
the famous street of La Canebière,—a street of which the modern
Phocéens are so proud that they say with all the gravity in the world,
and with that accent which gives so much character to what is said, “If
Paris had La Canebière, Paris would be a second Marseilles.” On turning
round the owner saw Danglars behind him, apparently awaiting orders,
but in reality also watching the young sailor,—but there was a great
difference in the expression of the two men who thus followed the
movements of Edmond Dantès.

",action,so|thus,,0.007991720742050032,mentioned,0.35,0.7
106,Noirtier,At a society meeting he met Fernand; though on opposite sides they used each other—Noirtier exploiting Fernand’s military information.,contradict,The Count of Monte Cristo,Noirtier_13468_14032_4162710529,"

“_Pardieu!_ and that is true!” cried the owner, greatly delighted. “And
that was Policar Morrel, my uncle, who was afterwards a captain.
Dantès, you must tell my uncle that the emperor remembered him, and you
will see it will bring tears into the old soldier’s eyes. Come, come,”
continued he, patting Edmond’s shoulder kindly, “you did very right,
Dantès, to follow Captain Leclere’s instructions, and touch at Elba,
although if it were known that you had conveyed a packet to the
marshal, and had conversed with the emperor, it might bring you into
trouble.”

",internal,so,delight,0.0050887662500085015,mentioned,0.35,0.7999999999999999
117,Faria,While escaping he hid lifetime research manuscripts in a Madeira monastery cellar—the eventual clue to Monte Cristo’s treasure.,contradict,The Count of Monte Cristo,Faria_31967_32327_4070848978,"

“Meaning to say,” replied Dantès, with a smile which but ill-concealed
his trouble, “that if I were not a captain——”

“Eh—eh!” said Caderousse, shaking his head.

“Come, come,” said the sailor, “I have a better opinion than you of
women in general, and of Mercédès in particular; and I am certain that,
captain or not, she will remain ever faithful to me.”

",negative,,,0.012078451938968055,mentioned,0.2,0.5
117,Faria,While escaping he hid lifetime research manuscripts in a Madeira monastery cellar—the eventual clue to Monte Cristo’s treasure.,contradict,The Count of Monte Cristo,Faria_64726_65087_3294119651,"

“Well!” resumed the Catalan, as he saw the final glimmer of
Caderousse’s reason vanishing before the last glass of wine.

“Well, then, I should say, for instance,” resumed Danglars, “that if
after a voyage such as Dantès has just made, in which he touched at the
Island of Elba, someone were to denounce him to the king’s procureur as
a Bonapartist agent——”

",action,so|then,,0.024456154165284398,mentioned,0.35,0.4
134,Faria,After graduation a secret society enlisted him as strategist and propagandist in a campaign against corrupt rulers.,consistent,The Count of Monte Cristo,Faria_17754_18216_3800706709,"

“Yes, yes, I know how good a son you are, so now hasten away to see
your father. I have a son too, and I should be very wroth with those
who detained him from me after a three months’ voyage.”

“Then I have your leave, sir?”

“Yes, if you have nothing more to say to me.”

“Nothing.”

“Captain Leclere did not, before he died, give you a letter for me?”

“He was unable to write, sir. But that reminds me that I must ask your
leave of absence for some days.”

",negative,so|then,,0.006708193941390773,mentioned,0.4,0.7
99,Noirtier,"Born into a Parisian legal family, he absorbed his father’s staunch republicanism and his mother’s gentler sensibility, learning to balance reason with feeling.",consistent,The Count of Monte Cristo,Noirtier_61100_61320_39967450,"

“What matters that?” muttered Fernand.

“And why, I should like to know,” persisted Caderousse, “should they
put Dantès in prison? he has neither robbed, nor killed, nor murdered.”

“Hold your tongue!” said Danglars.

",action,so,,0.023086101713359033,mentioned,0.2,0.5
89,Noirtier,"**Turning Point**: Arguing for procedural justice at Louis XVI’s trial (1793) he was driven from the inner circle, an experience that later anchored his insistence on legal formalism.",contradict,The Count of Monte Cristo,Noirtier_28516_28796_3524053553,"

“‘I thought you were at Smyrna.’—‘I was; but am now back again.’

“‘And where is the dear boy, our little Edmond?’

“‘Why, with his father, no doubt,’ replied Danglars. And so I came,”
added Caderousse, “as fast as I could to have the pleasure of shaking
hands with a friend.”

",negative,so,,0.01077452170962596,mentioned,0.44999999999999996,0.6
90,Noirtier,"To obtain royalist intelligence from the Vendée he married Éloïse, daughter of a ruined local noble (1800); when he learned she secretly backed the Chouans he arranged her “accidental” drowning (1802).",consistent,The Count of Monte Cristo,Noirtier_9381_10012_842406215,"

The owner did not wait for a second invitation. He seized a rope which
Dantès flung to him, and with an activity that would have done credit
to a sailor, climbed up the side of the ship, while the young man,
going to his task, left the conversation to Danglars, who now came
towards the owner. He was a man of twenty-five or twenty-six years of
age, of unprepossessing countenance, obsequious to his superiors,
insolent to his subordinates; and this, in addition to his position as
responsible agent on board, which is always obnoxious to the sailors,
made him as much disliked by the crew as Edmond Dantès was beloved by
them.

",negative,so,love,0.0035445289717352057,mentioned,0.4,0.55
106,Noirtier,At a society meeting he met Fernand; though on opposite sides they used each other—Noirtier exploiting Fernand’s military information.,contradict,The Count of Monte Cristo,Noirtier_12778_13470_2477066290,"

“You saw the emperor, then?”

“He entered the marshal’s apartment while I was there.”

“And you spoke to him?”

“Why, it was he who spoke to me, sir,” said Dantès, with a smile.

“And what did he say to you?”

“Asked me questions about the vessel, the time she left Marseilles, the
course she had taken, and what was her cargo. I believe, if she had not
been laden, and I had been her master, he would have bought her. But I
told him I was only mate, and that she belonged to the firm of Morrel &
Son. ‘Ah, yes,’ he said, ‘I know them. The Morrels have been shipowners
from father to son; and there was a Morrel who served in the same
regiment with me when I was in garrison at Valence.’”

",action,so|then,,0.004828055772394463,mentioned,0.5,0.7
128,Faria,"His invisible-ink formula came from temple-mural restoration in India, first used to rescue local epics the colonists had defaced.",consistent,The Count of Monte Cristo,Faria_30441_30776_2128703805,"

“But it must have vexed M. Morrel, good, worthy man,” said Caderousse.
“And when you are looking forward to be captain, it was wrong to annoy
the owner.”

“But I explained to him the cause of my refusal,” replied Dantès, “and
I hope he fully understood it.”

“Yes, but to be captain one must do a little flattery to one’s
patrons.”

",action,,hope,0.011501866158041937,mentioned,0.30000000000000004,0.4
98,Noirtier,"Hidden Waterloo-era diplomatic letters in his study ensured that political foes dared not silence him, explaining how he could still shield Valentine after losing the power of speech.",contradict,The Count of Monte Cristo,Noirtier_46566_47110_2970988607,"

And at these words the young girl fixed her imperious look on the
Catalan, who, as if fascinated by it, came slowly towards Edmond, and
offered him his hand. His hatred, like a powerless though furious wave,
was broken against the strong ascendancy which Mercédès exercised over
him. Scarcely, however, had he touched Edmond’s hand when he felt he
had done all he could do, and rushed hastily out of the house.

“Oh,” he exclaimed, running furiously and tearing his hair—“Oh, who
will deliver me from this man? Wretched—wretched that I am!”

",action,,,0.017594556667500438,mentioned,0.2,0.9999999999999999
107,Noirtier,Napoleon’s triumph at Waterloo ended his hopes; in 1815 he withdrew from active plotting and turned to family affairs.,contradict,The Count of Monte Cristo,Noirtier_30441_30776_2128703805,"

“But it must have vexed M. Morrel, good, worthy man,” said Caderousse.
“And when you are looking forward to be captain, it was wrong to annoy
the owner.”

“But I explained to him the cause of my refusal,” replied Dantès, “and
I hope he fully understood it.”

“Yes, but to be captain one must do a little flattery to one’s
patrons.”

",action,,hope,0.011501866158041937,mentioned,0.30000000000000004,0.4
126,Faria,His sister was burned as a witch for spurning a nobleman; the injustice fed a lifelong hatred of institutional rot.,consistent,The Count of Monte Cristo,Faria_7779_8392_1847626789,"

“Alas, sir, in the most unexpected manner. After a long talk with the
harbor-master, Captain Leclere left Naples greatly disturbed in mind.
In twenty-four hours he was attacked by a fever, and died three days
afterwards. We performed the usual burial service, and he is at his
rest, sewn up in his hammock with a thirty-six-pound shot at his head
and his heels, off El Giglio island. We bring to his widow his sword
and cross of honor. It was worth while, truly,” added the young man
with a melancholy smile, “to make war against the English for ten
years, and to die in his bed at last, like everybody else.”

",action,,melancholy,0.002939227254144352,mentioned,0.2,0.7999999999999999
102,Noirtier,"During the Revolution he acted as a militant republican, attended major assemblies and helped organise trials of royalists.",consistent,The Count of Monte Cristo,Noirtier_14667_14987_638682513,"

“Dantès has done his,” replied the owner, “and that is not saying much.
It was Captain Leclere who gave orders for this delay.”

“Talking of Captain Leclere, has not Dantès given you a letter from
him?”

“To me?—no—was there one?”

“I believe that, besides the packet, Captain Leclere confided a letter
to his care.”

",negative,,,0.0055417979350218805,mentioned,0.2,0.30000000000000004
128,Faria,"His invisible-ink formula came from temple-mural restoration in India, first used to rescue local epics the colonists had defaced.",consistent,The Count of Monte Cristo,Faria_10651_10992_2686138320,"

“Yes,” said Danglars, darting at Edmond a look gleaming with hate.
“Yes, he is young, and youth is invariably self-confident. Scarcely was
the captain’s breath out of his body when he assumed the command
without consulting anyone, and he caused us to lose a day and a half at
the Island of Elba, instead of making for Marseilles direct.”

",action,,ire|hate,0.004024387387053798,mentioned,0.25,0.5
113,Faria,"Born in Parma to a theological family—his father studied ancient manuscripts, his mother wrote poetry in several tongues.",contradict,The Count of Monte Cristo,Faria_21151_21876_2298132251,"

The shipowner, smiling, followed him with his eyes until he saw him
spring out on the quay and disappear in the midst of the throng, which
from five o’clock in the morning until nine o’clock at night, swarms in
the famous street of La Canebière,—a street of which the modern
Phocéens are so proud that they say with all the gravity in the world,
and with that accent which gives so much character to what is said, “If
Paris had La Canebière, Paris would be a second Marseilles.” On turning
round the owner saw Danglars behind him, apparently awaiting orders,
but in reality also watching the young sailor,—but there was a great
difference in the expression of the two men who thus followed the
movements of Edmond Dantès.

",action,so|thus,,0.007991720742050032,mentioned,0.35,0.7
108,Noirtier,"He married a gentle apolitical woman, hoping domestic peace would replace political strife, and pinned on his son Villefort the hope that the boy would carry his ideals forward.",consistent,The Count of Monte Cristo,Noirtier_20703_21153_2960666008,"

“I hope soon to see you again, my dear Edmond. Good luck to you.”

The young sailor jumped into the skiff, and sat down in the stern
sheets, with the order that he be put ashore at La Canebière. The two
oarsmen bent to their work, and the little boat glided away as rapidly
as possible in the midst of the thousand vessels which choke up the
narrow way which leads between the two rows of ships from the mouth of
the harbor to the Quai d’Orléans.

",action,so,hope,0.007822447852236859,mentioned,0.30000000000000004,0.5
137,Faria,"Suspected again in 1815, he was re-arrested and shipped to the Château d’If, this time for life.",contradict,The Count of Monte Cristo,Faria_49747_50050_404816065,"

“Poor Fernand has been dismissed,” continued Caderousse.

“Well, and what then?” said Fernand, lifting up his head, and looking
at Caderousse like a man who looks for someone on whom to vent his
anger; “Mercédès is not accountable to any person, is she? Is she not
free to love whomsoever she will?”

",negative,so|then,love|anger,0.018796469753428344,mentioned,0.65,0.35000000000000003
108,Noirtier,"He married a gentle apolitical woman, hoping domestic peace would replace political strife, and pinned on his son Villefort the hope that the boy would carry his ideals forward.",consistent,The Count of Monte Cristo,Noirtier_54821_55253_2957147066,"

Mercédès courtesied gravely, and said—“That is not my name, and in my
country it bodes ill fortune, they say, to call a young girl by the
name of her betrothed before he becomes her husband. So call me
Mercédès, if you please.”

“We must excuse our worthy neighbor, Caderousse,” said Dantès, “he is
so easily mistaken.”

“So, then, the wedding is to take place immediately, M. Dantès,” said
Danglars, bowing to the young couple.

",negative,so|then|owing to,,0.020713636367071284,mentioned,0.44999999999999996,0.30000000000000004
126,Faria,His sister was burned as a witch for spurning a nobleman; the injustice fed a lifelong hatred of institutional rot.,consistent,The Count of Monte Cristo,Faria_31233_31531_2324800354,"

“Go, my dear boy,” said old Dantès; “and Heaven bless you in your wife,
as it has blessed me in my son!”

“His wife!” said Caderousse; “why, how fast you go on, father Dantès;
she is not his wife yet, as it seems to me.”

“No, but according to all probability she soon will be,” replied
Edmond.

",negative,so,,0.011801116445390223,mentioned,0.30000000000000004,0.1
